"ID","Item","pic","correct","condition","responseRT","response","answer"
16,42,"images/46","c","affect",2.42587870871648,"c",1
16,43,"images/47","b","affect",2.25787921668962,"b",1
16,44,"images/48","a","affect",2.40782846603543,"a",1
16,45,"images/49","a","affect",2.40475967433304,"a",1
16,46,"images/50","d","affect",2.80429605161771,"d",1
16,47,"images/51","c","affect",3.22816525632516,"c",1
16,48,"images/52","c","affect",2.59210384497419,"c",1
16,49,"images/53","d","affect",2.94129163865,"d",1
16,50,"images/54","c","affect",1.6276310570538,"c",1
16,51,"images/55","a","affect",1.95929921464995,"b",0
16,52,"images/56","c","affect",4.47433391911909,"c",1
16,53,"images/57","d","affect",3.52852795552462,"d",1
16,54,"images/58","d","cognitive",1.592846180778,"d",1
16,55,"images/59","b","cognitive",1.36097919009626,"b",1
16,56,"images/60","b","affect",2.09300593985245,"b",1
16,57,"images/62","c","cognitive",5.060644722078,"c",1
16,58,"images/63","d","cognitive",3.99339436693117,"d",1
16,59,"images/64","b","cognitive",5.15959287667647,"c",0
16,60,"images/65","c","physical",4.12709499709308,"c",1
16,61,"images/66","a","affect",6.36118674930185,"a",1
16,62,"images/67","b","affect",6.96020355541259,"b",1
16,63,"images/68","d","cognitive",5.32705951668322,"d",1
16,64,"images/69","a","cognitive",2.75953744212165,"a",1
16,65,"images/70","a","physical",2.59414895717055,"a",1
16,66,"images/71","a","cognitive",5.32690200256184,"d",0
16,67,"images/72","c","cognitive",2.99126103380695,"c",1
16,68,"images/73","a","cognitive",5.02549188537523,"a",1
16,69,"images/74","c","cognitive",6.30540057271719,"c",1
16,70,"images/75","d","cognitive",3.09279324859381,"d",1
16,71,"images/76","b","cognitive",3.05778894294053,"b",1
16,72,"images/77","a","cognitive",2.95983206667006,"a",1
16,73,"images/78","b","affect",2.99346590554342,"b",1
16,74,"images/79","a","cognitive",5.09329177439213,"a",1
16,75,"images/80","b","affect",3.66060115722939,"d",0
16,76,"images/81","a","affect",3.96861690701917,"a",1
16,77,"images/82","d","physical",2.52391161490232,"d",1
16,78,"images/83","d","affect",3.69282122235745,"d",1
16,79,"images/84","b","cognitive",3.92884516436607,"b",1
16,80,"images/85","c","cognitive",3.52760629169643,"c",1
16,81,"images/86","a","physical",3.494133815635,"a",1
16,82,"images/87","d","affect",2.72633732715622,"d",1
16,83,"images/88","d","cognitive",2.06046667695045,"d",1
16,84,"images/89","c","affect",3.62659935792908,"c",1
16,85,"images/90","b","cognitive",2.45999086368829,"a",0
16,86,"images/91","c","cognitive",3.62649156851694,"c",1
16,87,"images/92","d","cognitive",3.56280051125214,"d",1
16,88,"images/93","b","cognitive",5.60147222410887,"b",1
16,89,"images/94","a","affect",4.52718828618526,"a",1
16,90,"images/95","b","cognitive",1.57037304155529,"b",1
16,91,"images/96","c","affect",2.26102917129174,"b",0
16,92,"images/97","c","affect",4.32796353613958,"c",1
16,93,"images/98","a","physical",1.3599907993339,"a",1
16,94,"images/99","b","cognitive",2.2654299326241,"b",1
16,95,"images/100","d","cognitive",2.1608533076942,"d",1
16,96,"images/101","c","physical",2.725535643287,"c",1
16,97,"images/102","b","affect",3.12602929305285,"b",1
16,98,"images/103","c","cognitive",4.26076450943947,"b",0
17,1,"images/4","b","cognitive",5.09435940347612,"b",1
17,2,"images/5","a","physical",1.15996853588149,"a",1
17,3,"images/6","a","affect",1.7600978827104,"a",1
17,4,"images/7","d","affect",2.02686427626759,"d",1
17,5,"images/8","b","cognitive",1.7262446153909,"b",1
17,6,"images/9","b","physical",2.45772439753637,"b",1
17,7,"images/10","c","physical",1.22445999411866,"c",1
17,8,"images/11","c","cognitive",1.59092136891559,"c",1
17,9,"images/12","d","affect",1.22434803424403,"d",1
17,10,"images/13","d","cognitive",1.35777951125056,"d",1
17,11,"images/14","c","physical",1.19353885622695,"c",1
17,12,"images/15","a","affect",1.86130287963897,"a",1
17,13,"images/16","b","affect",1.75956470984966,"b",1
17,14,"images/17","b","cognitive",1.44028720725328,"b",1
17,15,"images/18","d","physical",1.16506800334901,"d",1
17,16,"images/19","b","physical",0.861166859511286,"b",1
17,17,"images/20","c","affect",1.39129978651181,"c",1
17,18,"images/21","b","physical",1.75840757740662,"b",1
17,19,"images/22","a","physical",1.02682898798957,"a",1
17,20,"images/23","d","affect",1.19413554808125,"d",1
17,21,"images/24","d","cognitive",1.33723246725276,"d",1
17,22,"images/25","a","cognitive",1.00444054091349,"a",1
17,23,"images/26","b","affect",0.991973855998367,"b",1
17,24,"images/27","d","cognitive",1.02890297304839,"d",1
17,25,"images/29","b","affect",3.46072132932022,"b",1
17,26,"images/30","b","affect",2.35889526084065,"b",1
17,27,"images/31","d","affect",2.55842316849157,"d",1
17,28,"images/32","b","affect",2.73656353075057,"b",1
17,29,"images/33","c","affect",4.4933946877718,"c",1
17,30,"images/34","d","affect",1.49419412622228,"d",1
17,31,"images/35","d","affect",2.69452628446743,"d",1
17,32,"images/36","d","affect",2.16167680593207,"d",1
17,33,"images/37","b","affect",3.39411161560565,"b",1
17,34,"images/38","b","affect",2.12582558346912,"b",1
17,35,"images/39","c","affect",2.72637357749045,"c",1
17,36,"images/40","c","cognitive",1.46684608049691,"c",1
17,37,"images/41","a","affect",2.12649381440133,"a",1
17,38,"images/42","d","affect",2.19378362828866,"d",1
17,39,"images/43","a","affect",2.37583424570039,"a",1
17,40,"images/44","d","cognitive",2.59282949892804,"d",1
17,41,"images/45","d","affect",2.66142786387354,"d",1
17,42,"images/46","c","affect",1.72677746741101,"c",1
17,43,"images/47","b","affect",2.75977323157713,"b",1
17,44,"images/48","a","affect",2.77113282866776,"a",1
17,45,"images/49","a","affect",2.10420706123114,"a",1
17,46,"images/50","d","affect",3.25799534702674,"d",1
17,47,"images/51","c","affect",2.80747616104782,"c",1
17,48,"images/52","c","affect",2.02763708867133,"c",1
17,49,"images/53","d","affect",3.60462602833286,"d",1
17,50,"images/54","c","affect",1.49302801070735,"c",1
17,51,"images/55","a","affect",1.36218700977042,"b",0
17,52,"images/56","c","affect",6.09411623561755,"b",0
17,53,"images/57","d","affect",2.50889198854566,"d",1
17,54,"images/58","d","cognitive",1.16188661102206,"d",1
17,55,"images/59","b","cognitive",2.05709504848346,"b",1
17,56,"images/60","b","affect",3.20733590656891,"a",0
17,57,"images/62","c","cognitive",3.92564452299848,"c",1
17,58,"images/63","d","cognitive",6.52425808133557,"d",1
17,59,"images/64","b","cognitive",7.83763346960768,"a",0
17,60,"images/65","c","physical",4.0715625747107,"c",1
17,61,"images/66","a","affect",11.3681625877507,"a",1
17,62,"images/67","b","affect",6.29336183751002,"b",1
17,63,"images/68","d","cognitive",9.15903339814395,"d",1
17,64,"images/69","a","cognitive",4.5597108672373,"a",1
17,65,"images/70","a","physical",2.49340142449364,"a",1
17,66,"images/71","a","cognitive",4.73040092550218,"a",1
17,67,"images/72","c","cognitive",3.02439987566322,"c",1
17,68,"images/73","a","cognitive",12.9904038510285,"c",0
17,69,"images/74","c","cognitive",3.75750323710963,"c",1
17,70,"images/75","d","cognitive",2.59191713808104,"d",1
17,71,"images/76","b","cognitive",7.89440899947658,"c",0
17,72,"images/77","a","cognitive",7.30312416190282,"b",0
17,73,"images/78","b","affect",9.49056008132175,"b",1
17,74,"images/79","a","cognitive",2.26164318621159,"a",1
17,75,"images/80","b","affect",5.05965119833127,"c",0
17,76,"images/81","a","affect",3.40534385479987,"a",1
17,77,"images/82","d","physical",4.69190052058548,"d",1
17,78,"images/83","d","affect",2.09394845599309,"d",1
17,79,"images/84","b","cognitive",3.62815941823646,"b",1
17,80,"images/85","c","cognitive",4.89531783154234,"c",1
17,81,"images/86","a","physical",2.29310936667025,"a",1
17,82,"images/87","d","affect",3.37038253713399,"d",1
17,83,"images/88","d","cognitive",2.33808355499059,"d",1
17,84,"images/89","c","affect",4.77165830228478,"c",1
17,85,"images/90","b","cognitive",4.10339446924627,"b",1
17,86,"images/91","c","cognitive",4.32996534043923,"c",1
17,87,"images/92","d","cognitive",3.49372222693637,"c",0
17,88,"images/93","b","cognitive",5.6273121801205,"b",1
17,89,"images/94","a","affect",2.29334611818194,"a",1
17,90,"images/95","b","cognitive",1.99575001606718,"b",1
17,91,"images/96","c","affect",8.96015703910962,"c",1
17,92,"images/97","c","affect",6.72814857494086,"c",1
17,93,"images/98","a","physical",2.69356740731746,"a",1
17,94,"images/99","b","cognitive",23.2261166153476,"d",0
17,95,"images/100","d","cognitive",6.70263519557193,"b",0
17,96,"images/101","c","physical",3.39068897953257,"c",1
17,97,"images/102","b","affect",3.09328696271405,"b",1
17,98,"images/103","c","cognitive",6.19339192891493,"c",1
18,1,"images/4","b","cognitive",2.89483534544706,"b",1
18,2,"images/5","a","physical",1.80144027248025,"a",1
18,3,"images/6","a","affect",2.69109081663191,"b",0
18,4,"images/7","d","affect",3.02404057793319,"c",0
18,5,"images/8","b","cognitive",0.99139031721279,"b",1
18,6,"images/9","b","physical",0.990433364640921,"d",0
18,7,"images/10","c","physical",1.32439942657948,"c",1
18,8,"images/11","c","cognitive",1.19035521754995,"c",1
18,9,"images/12","d","affect",1.62472747871652,"d",1
18,10,"images/13","d","cognitive",1.39109607739374,"d",1
18,11,"images/14","c","physical",1.22776874527335,"c",1
18,12,"images/15","a","affect",1.62740072142333,"a",1
18,13,"images/16","b","affect",1.52531095314771,"b",1
18,14,"images/17","b","cognitive",1.54073350736871,"b",1
18,15,"images/18","d","physical",1.89557575574145,"d",1
18,16,"images/19","b","physical",1.29682681988925,"b",1
18,17,"images/20","c","affect",1.39367115451023,"c",1
18,18,"images/21","b","physical",1.404204366263,"b",1
18,19,"images/22","a","physical",0.892834824044257,"a",1
18,20,"images/23","d","affect",1.3611841830425,"d",1
18,21,"images/24","d","cognitive",1.36144050350413,"d",1
18,22,"images/25","a","cognitive",1.16222120681778,"a",1
18,23,"images/26","b","affect",1.926939280238,"b",1
18,24,"images/27","d","cognitive",0.961218572687358,"d",1
18,25,"images/29","b","affect",2.12718289671466,"b",1
18,26,"images/30","b","affect",1.42677631229162,"b",1
18,27,"images/31","d","affect",1.32806009752676,"d",1
18,28,"images/32","b","affect",3.32726033823565,"b",1
18,29,"images/33","c","affect",3.5936286165379,"c",1
18,30,"images/34","d","affect",1.2929300381802,"d",1
18,31,"images/35","d","affect",3.02582648210227,"d",1
18,32,"images/36","d","affect",1.20434250356629,"d",1
18,33,"images/37","b","affect",2.39323069388047,"b",1
18,34,"images/38","b","affect",2.09460353339091,"b",1
18,35,"images/39","c","affect",3.10278270067647,"c",1
18,36,"images/40","c","cognitive",1.62322323862463,"c",1
18,37,"images/41","a","affect",1.54029080085456,"a",1
18,38,"images/42","d","affect",2.69490162283182,"d",1
18,39,"images/43","a","affect",2.76249106554314,"a",1
18,40,"images/44","d","cognitive",1.76201884495094,"d",1
18,41,"images/45","d","affect",1.19481500610709,"a",0
18,42,"images/46","c","affect",1.76092106103897,"c",1
18,43,"images/47","b","affect",2.59314645081758,"b",1
18,44,"images/48","a","affect",1.77351831179112,"d",0
18,45,"images/49","a","affect",1.66392049519345,"a",1
18,46,"images/50","d","affect",2.2239746209234,"d",1
18,47,"images/51","c","affect",2.39388865884393,"c",1
18,48,"images/52","c","affect",1.92755971057341,"c",1
18,49,"images/53","d","affect",1.1933200689964,"d",1
18,50,"images/54","c","affect",1.35896872449666,"c",1
18,51,"images/55","a","affect",1.75944440951571,"a",1
18,52,"images/56","c","affect",2.87148385029286,"c",1
18,53,"images/57","d","affect",2.23925794661045,"d",1
18,54,"images/58","d","cognitive",1.85845832852647,"d",1
18,55,"images/59","b","cognitive",0.906764687038958,"b",1
18,56,"images/60","b","affect",2.13774016872048,"a",0
18,57,"images/62","c","cognitive",2.79270515590906,"c",1
18,58,"images/63","d","cognitive",3.2238742094487,"d",1
18,59,"images/64","b","cognitive",5.7598357880488,"b",1
18,60,"images/65","c","physical",1.89311680896208,"c",1
18,61,"images/66","a","affect",3.83728732448071,"a",1
18,62,"images/67","b","affect",1.42846308881417,"b",1
18,63,"images/68","d","cognitive",3.79434766201302,"d",1
18,64,"images/69","a","cognitive",3.00886472035199,"a",1
18,65,"images/70","a","physical",1.4256631298922,"a",1
18,66,"images/71","a","cognitive",2.52806022623554,"a",1
18,67,"images/72","c","cognitive",4.24110736977309,"c",1
18,68,"images/73","a","cognitive",4.86070458358154,"a",1
18,69,"images/74","c","cognitive",2.96119611617178,"c",1
18,70,"images/75","d","cognitive",3.15949118277058,"d",1
18,71,"images/76","b","cognitive",2.52616236172616,"b",1
18,72,"images/77","a","cognitive",3.95968834776431,"a",1
18,73,"images/78","b","affect",5.8594136768952,"b",1
18,74,"images/79","a","cognitive",3.22742227930576,"a",1
18,75,"images/80","b","affect",6.29222587822005,"b",1
18,76,"images/81","a","affect",5.22711623460054,"a",1
18,77,"images/82","d","physical",1.62574474187568,"d",1
18,78,"images/83","d","affect",2.49578787013888,"d",1
18,79,"images/84","b","cognitive",2.19141129776835,"b",1
18,80,"images/85","c","cognitive",5.66068777395412,"a",0
18,81,"images/86","a","physical",6.09282564930618,"a",1
18,82,"images/87","d","affect",3.15793818049133,"d",1
18,83,"images/88","d","cognitive",1.45877951569855,"d",1
18,84,"images/89","c","affect",2.92691393662244,"c",1
18,85,"images/90","b","cognitive",1.59581199474633,"b",1
18,86,"images/91","c","cognitive",2.19522627443075,"c",1
18,87,"images/92","d","cognitive",3.02570714335889,"d",1
18,88,"images/93","b","cognitive",2.97213802952319,"b",1
18,89,"images/94","a","affect",3.02432673284784,"a",1
18,90,"images/95","b","cognitive",1.79718579724431,"b",1
18,91,"images/96","c","affect",2.39478914951906,"c",1
18,92,"images/97","c","affect",3.32857979694381,"c",1
18,93,"images/98","a","physical",1.59544628066942,"a",1
18,94,"images/99","b","cognitive",4.87519071670249,"b",1
18,95,"images/100","d","cognitive",6.82673678966239,"d",1
18,96,"images/101","c","physical",2.39450299460441,"c",1
18,97,"images/102","b","affect",2.19481757236645,"b",1
18,98,"images/103","c","cognitive",3.49386755004525,"c",1
19,1,"images/4","b","cognitive",2.1635518935509,"b",1
19,2,"images/5","a","physical",1.06037236144766,"a",1
19,3,"images/6","a","affect",0.9931531236507,"a",1
19,4,"images/7","d","affect",1.1932873474434,"d",1
19,5,"images/8","b","cognitive",0.928450577892363,"b",1
19,6,"images/9","b","physical",2.0271825119853,"b",1
19,7,"images/10","c","physical",1.52535618655384,"c",1
19,8,"images/11","c","cognitive",1.66129537299275,"c",1
19,9,"images/12","d","affect",1.72991298604757,"d",1
19,10,"images/13","d","cognitive",1.36188994674012,"d",1
19,11,"images/14","c","physical",0.892537761479616,"c",1
19,12,"images/15","a","affect",1.32564445910975,"a",1
19,13,"images/16","b","affect",2.3400731687434,"c",0
19,14,"images/17","b","cognitive",2.55975160934031,"b",1
19,15,"images/18","d","physical",1.32531691994518,"d",1
19,16,"images/19","b","physical",1.24122414179146,"b",1
19,17,"images/20","c","affect",1.5598080707714,"c",1
19,18,"images/21","b","physical",1.13222269527614,"b",1
19,19,"images/22","a","physical",0.792662489227951,"a",1
19,20,"images/23","d","affect",1.1290336032398,"d",1
19,21,"images/24","d","cognitive",1.44186908192933,"d",1
19,22,"images/25","a","cognitive",1.10438221879303,"a",1
19,23,"images/26","b","affect",1.09497438045219,"b",1
19,24,"images/27","d","cognitive",1.32719970727339,"d",1
19,25,"images/29","b","affect",1.30658304831013,"b",1
19,26,"images/30","b","affect",4.22526007378474,"b",1
19,27,"images/31","d","affect",1.29139852989465,"d",1
19,28,"images/32","b","affect",4.92479985160753,"d",0
19,29,"images/33","c","affect",3.10803486965597,"c",1
19,30,"images/34","d","affect",1.72489628428593,"d",1
19,31,"images/35","d","affect",2.57297057472169,"d",1
19,32,"images/36","d","affect",3.22766288090497,"d",1
19,33,"images/37","b","affect",3.39481256809086,"b",1
19,34,"images/38","b","affect",2.22728914627805,"b",1
19,35,"images/39","c","affect",3.42710096389055,"c",1
19,36,"images/40","c","cognitive",1.83700052741915,"c",1
19,37,"images/41","a","affect",1.96009576553479,"a",1
19,38,"images/42","d","affect",2.06474745832384,"b",0
19,39,"images/43","a","affect",3.46072389604524,"a",1
19,40,"images/44","d","cognitive",1.72803950263187,"d",1
19,41,"images/45","d","affect",1.0594795695506,"a",0
19,42,"images/46","c","affect",1.05996430106461,"c",1
19,43,"images/47","b","affect",1.82706144172698,"d",0
19,44,"images/48","a","affect",5.8943753154017,"a",1
19,45,"images/49","a","affect",2.39467943552881,"a",1
19,46,"images/50","d","affect",3.79502006294206,"d",1
19,47,"images/51","c","affect",1.92362411227077,"c",1
19,48,"images/52","c","affect",1.96055483305827,"b",0
19,49,"images/53","d","affect",3.66093382844701,"c",0
19,50,"images/54","c","affect",1.56302026053891,"c",1
19,51,"images/55","a","affect",1.47301510209218,"b",0
19,52,"images/56","c","affect",2.69046396948397,"c",1
19,53,"images/57","d","affect",5.22446993878111,"d",1
19,54,"images/58","d","cognitive",1.35970239853486,"d",1
19,55,"images/59","b","cognitive",1.44002254633233,"b",1
19,56,"images/60","b","affect",2.75997020397335,"a",0
19,57,"images/62","c","cognitive",3.32823814311996,"c",1
19,58,"images/63","d","cognitive",2.02861906308681,"d",1
19,59,"images/64","b","cognitive",3.40245727868751,"c",0
19,60,"images/65","c","physical",3.2942190207541,"c",1
19,61,"images/66","a","affect",12.2915213969536,"a",1
19,62,"images/67","b","affect",2.40690166922286,"d",0
19,63,"images/68","d","cognitive",2.59391862154007,"d",1
19,64,"images/69","a","cognitive",2.66162900673226,"a",1
19,65,"images/70","a","physical",1.63668088009581,"a",1
19,66,"images/71","a","cognitive",2.69251100672409,"a",1
19,67,"images/72","c","cognitive",2.52628939924762,"c",1
19,68,"images/73","a","cognitive",5.79388153646141,"a",1
19,69,"images/74","c","cognitive",2.29248251952231,"c",1
19,70,"images/75","d","cognitive",1.73172359215096,"d",1
19,71,"images/76","b","cognitive",11.1707676919177,"b",1
19,72,"images/77","a","cognitive",3.82792856870219,"b",0
19,73,"images/78","b","affect",1.93693097727373,"b",1
19,74,"images/79","a","cognitive",2.49401030642912,"a",1
19,75,"images/80","b","affect",2.12712675658986,"a",0
19,76,"images/81","a","affect",2.65990212978795,"a",1
19,77,"images/82","d","physical",3.12778183398768,"d",1
19,78,"images/83","d","affect",2.09159633610398,"d",1
19,79,"images/84","b","cognitive",2.62650375906378,"b",1
19,80,"images/85","c","cognitive",3.7940390505828,"c",1
19,81,"images/86","a","physical",2.47143066115677,"a",1
19,82,"images/87","d","affect",2.06176464166492,"d",1
19,83,"images/88","d","cognitive",3.02806118875742,"d",1
19,84,"images/89","c","affect",7.22369071096182,"c",1
19,85,"images/90","b","cognitive",3.90117439208552,"a",0
19,86,"images/91","c","cognitive",4.03666028473526,"c",1
19,87,"images/92","d","cognitive",3.55691315373406,"d",1
19,88,"images/93","b","cognitive",1.3692446523346,"b",1
19,89,"images/94","a","affect",1.2913905098103,"a",1
19,90,"images/95","b","cognitive",1.09182987967506,"b",1
19,91,"images/96","c","affect",5.83024379657581,"c",1
19,92,"images/97","c","affect",5.92471804749221,"c",1
19,93,"images/98","a","physical",1.25968340691179,"d",0
19,94,"images/99","b","cognitive",8.79253673506901,"d",0
19,95,"images/100","d","cognitive",13.7398171043023,"d",1
19,96,"images/101","c","physical",3.427010177169,"c",1
19,97,"images/102","b","affect",2.72452864563093,"b",1
19,98,"images/103","c","cognitive",3.52507420117036,"b",0
20,1,"images/4","b","cognitive",2.55937210051343,"b",1
20,2,"images/5","a","physical",2.38982153171673,"a",1
20,3,"images/6","a","affect",2.02493529440835,"a",1
20,4,"images/7","d","affect",2.35778111545369,"d",1
20,5,"images/8","b","cognitive",1.8248398876749,"b",1
20,6,"images/9","b","physical",1.55781717365608,"d",0
20,7,"images/10","c","physical",1.69112674612552,"c",1
20,8,"images/11","c","cognitive",1.02497764024884,"c",1
20,9,"images/12","d","affect",1.72402947768569,"d",1
20,10,"images/13","d","cognitive",1.39150862861425,"d",1
20,11,"images/14","c","physical",1.75855771265924,"c",1
20,12,"images/15","a","affect",1.69005943834782,"a",1
20,13,"images/16","b","affect",1.45723709976301,"b",1
20,14,"images/17","b","cognitive",2.69045979902148,"b",1
20,15,"images/18","d","physical",1.55807477748021,"d",1
20,16,"images/19","b","physical",2.42638589674607,"b",1
20,17,"images/20","c","affect",2.26053962716833,"c",1
20,18,"images/21","b","physical",1.82511802297086,"b",1
20,19,"images/22","a","physical",1.52696468727663,"a",1
20,20,"images/23","d","affect",1.50604968331754,"d",1
20,21,"images/24","d","cognitive",2.52739680744708,"d",1
20,22,"images/25","a","cognitive",2.22890983801335,"a",1
20,23,"images/26","b","affect",1.19350870093331,"b",1
20,24,"images/27","d","cognitive",1.42543503968045,"d",1
20,25,"images/29","b","affect",3.72679350757971,"b",1
20,26,"images/30","b","affect",3.85877913003787,"b",1
20,27,"images/31","d","affect",2.59405784960836,"d",1
20,28,"images/32","b","affect",3.65991656575352,"b",1
20,29,"images/33","c","affect",4.59492593957111,"c",1
20,30,"images/34","d","affect",2.27074818732217,"d",1
20,31,"images/35","d","affect",3.26122421910986,"d",1
20,32,"images/36","d","affect",3.76040745712817,"d",1
20,33,"images/37","b","affect",4.59467507246882,"b",1
20,34,"images/38","b","affect",2.43401135923341,"b",1
20,35,"images/39","c","affect",2.56016768934205,"c",1
20,36,"images/40","c","cognitive",2.49277136940509,"c",1
20,37,"images/41","a","affect",2.82681346125901,"a",1
20,38,"images/42","d","affect",4.55996141396463,"d",1
20,39,"images/43","a","affect",9.05911770509556,"a",1
20,40,"images/44","d","cognitive",2.2602579635568,"d",1
20,41,"images/45","d","affect",16.2935061985627,"a",0
20,42,"images/46","c","affect",1.69368514185771,"c",1
20,43,"images/47","b","affect",1.67093675490469,"b",1
20,44,"images/48","a","affect",3.13754897052422,"a",1
20,45,"images/49","a","affect",3.22715088073164,"a",1
20,46,"images/50","d","affect",2.72432910697535,"d",1
20,47,"images/51","c","affect",4.72689391858876,"c",1
20,48,"images/52","c","affect",2.02643408114091,"c",1
20,49,"images/53","d","affect",1.49366063252091,"d",1
20,50,"images/54","c","affect",1.42730146553367,"c",1
20,51,"images/55","a","affect",5.12432326842099,"a",1
20,52,"images/56","c","affect",1.83930709352717,"c",1
20,53,"images/57","d","affect",3.82722055912018,"d",1
20,54,"images/58","d","cognitive",1.99480461236089,"d",1
20,55,"images/59","b","cognitive",1.59427631553262,"b",1
20,56,"images/60","b","affect",4.4282179963775,"b",1
20,57,"images/62","c","cognitive",3.79419496050104,"c",1
20,58,"images/63","d","cognitive",2.19294344773516,"d",1
20,59,"images/64","b","cognitive",9.69289276143536,"b",1
20,60,"images/65","c","physical",4.22615286614746,"c",1
20,61,"images/66","a","affect",8.29334419360384,"a",1
20,62,"images/67","b","affect",5.40723530296236,"b",1
20,63,"images/68","d","cognitive",6.59384547872469,"d",1
20,64,"images/69","a","cognitive",4.89221182698384,"a",1
20,65,"images/70","a","physical",2.62747643096372,"a",1
20,66,"images/71","a","cognitive",3.57043142709881,"a",1
20,67,"images/72","c","cognitive",3.07002882100642,"c",1
20,68,"images/73","a","cognitive",7.4921271991916,"a",1
20,69,"images/74","c","cognitive",5.2047691703774,"c",1
20,70,"images/75","d","cognitive",3.95952698402107,"d",1
20,71,"images/76","b","cognitive",4.09378741309047,"b",1
20,72,"images/77","a","cognitive",4.02667115395889,"a",1
20,73,"images/78","b","affect",3.29295762721449,"b",1
20,74,"images/79","a","cognitive",9.32330132182688,"a",1
20,75,"images/80","b","affect",7.66005707718432,"b",1
20,76,"images/81","a","affect",5.27223093342036,"a",1
20,77,"images/82","d","physical",2.82827631849796,"d",1
20,78,"images/83","d","affect",4.50375627027825,"d",1
20,79,"images/84","b","cognitive",3.20393540617079,"b",1
20,80,"images/85","c","cognitive",5.22705752728507,"c",1
20,81,"images/86","a","physical",3.77179271820933,"a",1
20,82,"images/87","d","affect",2.7298247651197,"d",1
20,83,"images/88","d","cognitive",2.99456465244293,"d",1
20,84,"images/89","c","affect",6.12555322283879,"c",1
20,85,"images/90","b","cognitive",7.92285835836083,"b",1
20,86,"images/91","c","cognitive",9.35753249423578,"c",1
20,87,"images/92","d","cognitive",7.02532218117267,"d",1
20,88,"images/93","b","cognitive",6.19178791902959,"b",1
20,89,"images/94","a","affect",5.3938475959003,"a",1
20,90,"images/95","b","cognitive",2.19548291573301,"b",1
20,91,"images/96","c","affect",5.09294113796204,"c",1
20,92,"images/97","c","affect",1.938859638758,"c",1
20,93,"images/98","a","physical",2.2357685836032,"a",1
20,94,"images/99","b","cognitive",4.22412603907287,"b",1
20,95,"images/100","d","cognitive",2.89427939523011,"d",1
20,96,"images/101","c","physical",1.89338564127684,"c",1
20,97,"images/102","b","affect",3.39483213704079,"b",1
20,98,"images/103","c","cognitive",6.09448740351945,"c",1
21,1,"images/4","b","cognitive",3.82725777197629,"b",1
21,2,"images/5","a","physical",1.42632718989626,"a",1
21,3,"images/6","a","affect",1.36128042312339,"a",1
21,4,"images/7","d","affect",1.69250876130536,"d",1
21,5,"images/8","b","cognitive",1.42596147581935,"b",1
21,6,"images/9","b","physical",1.36140200728551,"b",1
21,7,"images/10","c","physical",2.89270650362596,"c",1
21,8,"images/11","c","cognitive",1.79304777272046,"c",1
21,9,"images/12","d","affect",1.39088306529447,"d",1
21,10,"images/13","d","cognitive",1.59081742912531,"d",1
21,11,"images/14","c","physical",1.49147180095315,"c",1
21,12,"images/15","a","affect",1.99170149490237,"a",1
21,13,"images/16","b","affect",1.55754513386637,"b",1
21,14,"images/17","b","cognitive",1.55738280760124,"b",1
21,15,"images/18","d","physical",1.39157439349219,"d",1
21,16,"images/19","b","physical",1.49072240758687,"b",1
21,17,"images/20","c","affect",1.99510648706928,"c",1
21,18,"images/21","b","physical",1.9926375951618,"b",1
21,19,"images/22","a","physical",2.15897725755349,"a",1
21,20,"images/23","d","affect",1.33771559502929,"d",1
21,21,"images/24","d","cognitive",2.79448496550322,"d",1
21,22,"images/25","a","cognitive",1.09835595404729,"a",1
21,23,"images/26","b","affect",1.25864432938397,"b",1
21,24,"images/27","d","cognitive",1.32492008805275,"d",1
21,25,"images/29","b","affect",1.92831648280844,"b",1
21,26,"images/30","b","affect",2.79315684502944,"b",1
21,27,"images/31","d","affect",1.89021162642166,"d",1
21,28,"images/32","b","affect",2.82678041886538,"b",1
21,29,"images/33","c","affect",3.2613271959126,"c",1
21,30,"images/34","d","affect",2.39265164639801,"d",1
21,31,"images/35","d","affect",2.73445618292317,"d",1
21,32,"images/36","d","affect",2.15823588427156,"d",1
21,33,"images/37","b","affect",2.50566632533446,"b",1
21,34,"images/38","b","affect",2.15910461591557,"b",1
21,35,"images/39","c","affect",3.32840945106,"c",1
21,36,"images/40","c","cognitive",1.92664638767019,"c",1
21,37,"images/41","a","affect",1.97064405493438,"a",1
21,38,"images/42","d","affect",2.66046577878296,"d",1
21,39,"images/43","a","affect",2.86148894485086,"a",1
21,40,"images/44","d","cognitive",1.99436671752483,"d",1
21,41,"images/45","d","affect",4.35798193747178,"d",1
21,42,"images/46","c","affect",4.35897610289976,"a",0
21,43,"images/47","b","affect",4.65902473637834,"b",1
21,44,"images/48","a","affect",3.33907964453101,"a",1
21,45,"images/49","a","affect",3.09325391985476,"a",1
21,46,"images/50","d","affect",2.69379613921046,"d",1
21,47,"images/51","c","affect",3.49267577053979,"c",1
21,48,"images/52","c","affect",2.95811449270695,"c",1
21,49,"images/53","d","affect",3.09369630599394,"d",1
21,50,"images/54","c","affect",2.05974391009659,"c",1
21,51,"images/55","a","affect",2.92766461288556,"b",0
21,52,"images/56","c","affect",3.52766082761809,"c",1
21,53,"images/57","d","affect",3.99318905360997,"d",1
21,54,"images/58","d","cognitive",2.09402288217098,"d",1
21,55,"images/59","b","cognitive",1.47127571376041,"b",1
